ID	Entrez_Gene_ID	SeqId	SomaId	Target_Name	Target_Full_Name	UniProt_ID	Type	Organism	Entrez_Gene_Name	Ensembl_Gene_ID	HGNC_ID	feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	TSS	gene_start	gene_end	strand	name	symbol	feature_interval_length	attributes	gene_protein_coding	multi_mappers	manual_curation	database
19370-30_Entrez-ID_9951	9951	19370-30	SL018828	HS3S4	Heparan sulfate glucosamine 3-O-sulfotransferase 4	Q9Y661	Protein	Human	HS3ST4	ENSG00000182601	HGNC:5200	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	25703280	25703280	26149006	+	heparan sulfate-glucosamine 3-sulfotransferase 4	HS3ST4	445726		yes	no	no	NCBI
8998-15_Entrez-ID_9951	9951	8998-15	SL018828	HS3S4	Heparan sulfate glucosamine 3-O-sulfotransferase 4	Q9Y661	Protein	Human	HS3ST4	ENSG00000182601	HGNC:5200	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	25703280	25703280	26149006	+	heparan sulfate-glucosamine 3-sulfotransferase 4	HS3ST4	445726		yes	no	no	NCBI
6986-17_Entrez-ID_9953	9953	6986-17	SL018006	HS3SB	Heparan sulfate glucosamine 3-O-sulfotransferase 3B1	Q9Y662	Protein	Human	HS3ST3B1	ENSG00000125430	HGNC:5198	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	17	NC_000017.10	14204398	14204398	14252721	+	heparan sulfate-glucosamine 3-sulfotransferase 3B1	HS3ST3B1	48323		yes	no	no	NCBI
8268-98_Entrez-ID_9955	9955	8268-98	SL018442	HS3SA	Heparan sulfate glucosamine 3-O-sulfotransferase 3A1	Q9Y663	Protein	Human	HS3ST3A1	ENSG00000153976	HGNC:5196	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	17	NC_000017.10	13505246	13397349	13505246	-	heparan sulfate-glucosamine 3-sulfotransferase 3A1	HS3ST3A1	107897		yes	no	no	NCBI
15497-9_Entrez-ID_9957	9957	15497-9	SL012357	HS3S1	Heparan sulfate glucosamine 3-O-sulfotransferase 1	O14792	Protein	Human	HS3ST1	ENSG00000002587	HGNC:5194	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	4	NC_000004.11	11430518	11394774	11430518	-	heparan sulfate-glucosamine 3-sulfotransferase 1	HS3ST1	35744		yes	no	no	NCBI
19161-1_Entrez-ID_9958	9958	19161-1	SL010976	UBP15	Ubiquitin carboxyl-terminal hydrolase 15	Q9Y4E8	Protein	Human	USP15	ENSG00000135655	HGNC:12613	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	12	NC_000012.11	62654185	62654185	62810169	+	ubiquitin specific peptidase 15	USP15	155984		yes	no	no	NCBI
24278-4_Entrez-ID_9960	9960	24278-4	SL023138	UBP3	Ubiquitin carboxyl-terminal hydrolase 3	Q9Y6I4	Protein	Human	USP3	ENSG00000140455	HGNC:12626	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	15	NC_000015.9	63796792	63796792	63886832	+	ubiquitin specific peptidase 3	USP3	90040		yes	no	no	NCBI
24911-57_Entrez-ID_9961	9961	24911-57	SL002568	LRP	LRP	Q14764	Protein	Human	MVP	ENSG00000013364	HGNC:7531	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	29831715	29831715	29859360	+	major vault protein	MVP	27645		yes	no	no	NCBI
13724-27_Entrez-ID_9965	9965	13724-27	SL004337	FGF-19	Fibroblast growth factor 19	O95750	Protein	Human	FGF19	ENSG00000162344	HGNC:3675	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	11	NC_000011.9	69518790	69513006	69518790	-	fibroblast growth factor 19	FGF19	5784		yes	no	no	NCBI
2762-30_Entrez-ID_9965	9965	2762-30	SL004337	FGF-19	Fibroblast growth factor 19	O95750	Protein	Human	FGF19	ENSG00000162344	HGNC:3675	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	11	NC_000011.9	69518790	69513006	69518790	-	fibroblast growth factor 19	FGF19	5784		yes	no	no	NCBI
14057-68_Entrez-ID_9966	9966	14057-68	SL004686	TNFSF15	Tumor necrosis factor ligand superfamily member 15	O95150	Protein	Human	TNFSF15	ENSG00000181634	HGNC:11931	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	9	NC_000009.11	117568319	117546915	117568319	-	TNF superfamily member 15	TNFSF15	21404		yes	no	no	NCBI
2968-61_Entrez-ID_9966	9966	2968-61	SL004686	TNFSF15	Tumor necrosis factor ligand superfamily member 15	O95150	Protein	Human	TNFSF15	ENSG00000181634	HGNC:11931	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	9	NC_000009.11	117568319	117546915	117568319	-	TNF superfamily member 15	TNFSF15	21404		yes	no	no	NCBI
12532-28_Entrez-ID_997	997	12532-28	SL013788	UB2R1	Ubiquitin-conjugating enzyme E2 R1	P49427	Protein	Human	CDC34	ENSG00000099804	HGNC:1734	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	19	NC_000019.9	531760	531760	542087	+	cell division cycle 34, ubiqiutin conjugating enzyme	CDC34	10327		yes	no	no	NCBI
8946-38_Entrez-ID_9971	9971	8946-38	SL007605	NR1H4	Bile acid receptor	Q96RI1	Protein	Human	NR1H4	ENSG00000012504	HGNC:7967	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	12	NC_000012.11	100867644	100867644	100958192	+	nuclear receptor subfamily 1 group H member 4	NR1H4	90548		yes	no	no	NCBI
13068-139_Entrez-ID_9973	9973	13068-139	SL006984	CCS	Copper chaperone for superoxide dismutase	O14618	Protein	Human	CCS	ENSG00000173992	HGNC:1613	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	11	NC_000011.9	66360656	66360656	66373490	+	copper chaperone for superoxide dismutase	CCS	12834		yes	no	no	NCBI
12885-42_Entrez-ID_9975	9975	12885-42	SL007432	NR1D2	Nuclear receptor subfamily 1 group D member 2	Q14995	Protein	Human	NR1D2	ENSG00000174738	HGNC:7963	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	3	NC_000003.11	23986777	23986777	24022108	+	nuclear receptor subfamily 1 group D member 2	NR1D2	35331		yes	no	no	NCBI
7786-83_Entrez-ID_9976	9976	7786-83	SL015109	CLC2B	C-type lectin domain family 2 member B	Q92478	Protein	Human	CLEC2B	ENSG00000110852	HGNC:2053	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	12	NC_000012.11	10021953	10004968	10021953	-	C-type lectin domain family 2 member B	CLEC2B	16985		yes	no	no	NCBI
9840-2_Entrez-ID_998	998	9840-2	SL000350	Cdc42Hs	Cell division control protein 42 homolog	P60953	Protein	Human	CDC42	ENSG00000070831	HGNC:1736	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	22379202	22379202	22427853	+	cell division cycle 42	CDC42	48651		yes	no	no	NCBI
15494-11_Entrez-ID_9982	9982	15494-11	SL011828	FGFP1	Fibroblast growth factor-binding protein 1	Q14512	Protein	Human	FGFBP1	ENSG00000137440	HGNC:19695	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	4	NC_000004.11	15940363	15937200	15940363	-	fibroblast growth factor binding protein 1	FGFBP1	3163		yes	no	no	NCBI
9507-55_Entrez-ID_9982	9982	9507-55	SL011828	FGFP1	Fibroblast growth factor-binding protein 1	Q14512	Protein	Human	FGFBP1	ENSG00000137440	HGNC:19695	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	4	NC_000004.11	15940363	15937200	15940363	-	fibroblast growth factor binding protein 1	FGFBP1	3163		yes	no	no	NCBI
9875-107_Entrez-ID_9984	9984	9875-107	SL019157	THOC1	THO complex subunit 1	Q96FV9	Protein	Human	THOC1	ENSG00000079134	HGNC:19070	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	18	NC_000018.9	268047	214520	268047	-	THO complex 1	THOC1	53527		yes	no	no	NCBI
10852-114_Entrez-ID_9987	9987	10852-114	SL012987	HNRDL	Heterogeneous nuclear ribonucleoprotein D-like	O14979	Protein	Human	HNRNPDL	ENSG00000152795	HGNC:5037	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	4	NC_000004.11	83351615	83343717	83351615	-	heterogeneous nuclear ribonucleoprotein D like	HNRNPDL	7898		yes	no	no	NCBI
18429-10_Entrez-ID_999	999	18429-10	SL000055	Cadherin E	Cadherin-1	P12830	Protein	Human	CDH1	ENSG00000039068	HGNC:1748	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	68771195	68771195	68869440	+	cadherin 1	CDH1	98245		yes	no	no	NCBI
2501-51_Entrez-ID_999	999	2501-51	SL000055	Cadherin E	Cadherin-1	P12830	Protein	Human	CDH1	ENSG00000039068	HGNC:1748	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	68771195	68771195	68869440	+	cadherin 1	CDH1	98245		yes	no	no	NCBI
14759-149_Entrez-ID_999	999	14759-149	SL000055	Cadherin E	Cadherin-1	P12830	Protein	Human	CDH1	ENSG00000039068	HGNC:1748	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	68771195	68771195	68869440	+	cadherin 1	CDH1	98245		yes	no	no	NCBI
8055-33_Entrez-ID_9993	9993	8055-33	SL018370	IDD	Integral membrane protein DGCR2/IDD	P98153	Protein	Human	DGCR2	ENSG00000070413	HGNC:2845	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	22	NC_000022.10	19109925	19023799	19109925	-	DiGeorge syndrome critical region gene 2	DGCR2	86126		yes	no	no	NCBI
16851-50_Entrez-ID_9997	9997	16851-50	SL018615	SCO2	Protein SCO2 homolog, mitochondrial	O43819	Protein	Human	SCO2	ENSG00000284194	HGNC:10604	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	22	NC_000022.10	50964871	50961997	50964871	-	synthesis of cytochrome C oxidase 2	SCO2	2874		yes	no	no	NCBI
3069-52_Entrez-ID_3512	3512	3069-52	SL000468	IgM	Immunoglobulin M	P01871	Protein	Human	IGHM|JCHAIN|IGL|IGK	ENSG00000211899|ENSG00000132465	HGNC:5541|HGNC:5713|HGNC:5853|HGNC:5715	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	4	NC_000004.11	71532225	71521258	71532225	-	joining chain of multimeric IgA and IgM	JCHAIN	10967		yes	no	no	NCBI
18273-14_HGNC-ID_HGNC:31959	100101629	18273-14	SL021008	GGE2D	G antigen 2D	Q9UEU5	Protein	Human	GAGE2D	NA	HGNC:31959	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	X	NC_000023.10	49197607	49197607	49204923	+	G antigen 8	GAGE8	7316		yes	no	no	biomart
22968-9_HGNC-ID_HGNC:31959	100101629	22968-9	SL021008	GGE2D	G antigen 2D	Q9UEU5	Protein	Human	GAGE2D	NA	HGNC:31959	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	X	NC_000023.10	49197607	49197607	49204923	+	G antigen 8	GAGE8	7316		yes	no	no	biomart
25413-80_HGNC-ID_HGNC:31957	2574	25413-80	SL004257	GAGE-2	G antigen 2	Q13066	Protein	Human	GAGE2B	NA	HGNC:31957	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	X	NC_000023.10	49226171	49226171	49233491	+	G antigen 2C	GAGE2C	7320		yes	no	no	biomart
13242-134_HGNC-ID_HGNC:14294	NA	13242-134	SL019995	SHAN3	SH3 and multiple ankyrin repeat domains protein 3	Q9BYB0	Protein	Human	SHANK3	NA	HGNC:14294	gene	protein_coding	NA	NA	NA	22	NA	51112843	51112843	51171726	+	NA	NA	58883	NA	yes	NA	no	biomart
12398-15_HGNC-ID_HGNC:8618	NA	12398-15	SL019692	PAX4	Paired box protein Pax-4	O43316	Protein	Human	PAX4	ENSG00000106331	HGNC:8618	gene	protein_coding	NA	NA	NA	7	NA	127255982	127250346	127255982	-	NA	NA	5636	NA	yes	NA	no	biomart
22813-5_Entrez-ID_392490	392490	22813-5	SL021513	TPT1L	TPT1-like protein	Q56UQ5	Protein	Human	FLJ44635	ENSG00000133112	HGNC:12022	gene	protein_coding		Primary Assembly	chromosome	13		45915505	45911008	45915505	-	tumor protein, translationally-controlled 1	TPT1	4497		yes	no	yes_using_TPT1	Ensembl_manual
21361-8_HGNC-Symbol_TXNRD3	114112	21361-8	SL022277	TR3N	Protein TXNRD3NB	Q6F5E7	Protein	Human	TXNRD3NB	NA	HGNC:33870	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	3	NC_000003.11	126373967	126325893	126373967	-	thioredoxin reductase 3	TXNRD3	48074		yes	no	NCBI	manual_curation
6442-6_Entrez-ID_85318	85318	6442-6	SL017445	BAGE3	B melanoma antigen 3	Q86Y29	Protein	Human	BAGE3	ENSG00000187172	HGNC:15723	gene	transcribed_pseudogene		Primary Assembly	chromosome	21		10454134	10454134	10516431	+	BAGE family member 2, pseudogene	BAGE2	62297		no	no	yes_using_BAGE2	Ensembl_manual
22398-5_Entrez-ID_23520	23520	22398-5	SL022948	AN32C	Acidic leucine-rich nuclear phosphoprotein 32 family member C	O43423	Protein	Human	ANP32C	NA	HGNC:16675	gene	pseudogene	GCF_000001405.25	Primary Assembly	chromosome	4	NC_000004.11	165118973	165117992	165118973	-	acidic nuclear phosphoprotein 32 family member C	ANP32C	981	pseudo	no	NA	no	NCBI
11089-7_Entrez-ID_3493	3493	11089-7	SL000459	IgA	Immunoglobulin A	P01877|P01876	Protein	Human	IGHA2|IGHA1	ENSG00000211890|ENSG00000282633|ENSG00000211895	HGNC:5479|HGNC:5478	gene	C_region	GCF_000001405.25	Primary Assembly	chromosome	14	NC_000014.8	106175001	106173505	106175001	-	immunoglobulin heavy constant alpha 1	IGHA1	1496		no	NA	no	NCBI
11089-7_Entrez-ID_3494	3494	11089-7	SL000459	IgA	Immunoglobulin A	P01877|P01876	Protein	Human	IGHA2|IGHA1	ENSG00000211890|ENSG00000282633|ENSG00000211895	HGNC:5479|HGNC:5478	gene	C_region	GCF_000001405.25	Primary Assembly	chromosome	14	NC_000014.8	106054731	106053274	106054731	-	immunoglobulin heavy constant alpha 2 (A2m marker)	IGHA2	1457		no	NA	no	NCBI
4916-2_Entrez-ID_3495	3495	4916-2	SL000460	IgD	Immunoglobulin D	P01880	Protein	Human	IGHD|IGL|IGK	ENSG00000211898	HGNC:5480|HGNC:5853|HGNC:5715	gene	C_region	GCF_000001405.25	Primary Assembly	chromosome	14	NC_000014.8	106312010	106304737	106312010	-	immunoglobulin heavy constant delta	IGHD	7273	partial	no	NA	no	NCBI
4135-84_Entrez-ID_3497	3497	4135-84	SL000461	IgE	Immunoglobulin E	P01854	Protein	Human	IGHE|IGL|IGK	ENSG00000211891	HGNC:5522|HGNC:5853|HGNC:5715	gene	C_region	GCF_000001405.25	Primary Assembly	chromosome	14	NC_000014.8	106068064	106066403	106068064	-	immunoglobulin heavy constant epsilon	IGHE	1661		no	NA	no	NCBI
2744-57_Entrez-ID_3500	3500	2744-57	SL000467	IgG	Immunoglobulin G	P01857	Protein	Human	IGHG1|IGHG3|IGHG4|IGK|IGL|IGHG2	ENSG00000211896|ENSG00000211897|ENSG00000211892|ENSG00000211893	HGNC:5525|HGNC:5527|HGNC:5528|HGNC:5715|HGNC:5853|HGNC:5526	gene	C_region	GCF_000001405.25	Primary Assembly	chromosome	14	NC_000014.8	106209407	106207810	106209407	-	immunoglobulin heavy constant gamma 1 (G1m marker)	IGHG1	1597		no	NA	no	NCBI
2744-57_Entrez-ID_3501	3501	2744-57	SL000467	IgG	Immunoglobulin G	P01857	Protein	Human	IGHG1|IGHG3|IGHG4|IGK|IGL|IGHG2	ENSG00000211896|ENSG00000211897|ENSG00000211892|ENSG00000211893	HGNC:5525|HGNC:5527|HGNC:5528|HGNC:5715|HGNC:5853|HGNC:5526	gene	C_region	GCF_000001405.25	Primary Assembly	chromosome	14	NC_000014.8	106111126	106109540	106111126	-	immunoglobulin heavy constant gamma 2 (G2m marker)	IGHG2	1586		no	NA	no	NCBI
2744-57_Entrez-ID_3502	3502	2744-57	SL000467	IgG	Immunoglobulin G	P01857	Protein	Human	IGHG1|IGHG3|IGHG4|IGK|IGL|IGHG2	ENSG00000211896|ENSG00000211897|ENSG00000211892|ENSG00000211893	HGNC:5525|HGNC:5527|HGNC:5528|HGNC:5715|HGNC:5853|HGNC:5526	gene	C_region	GCF_000001405.25	Primary Assembly	chromosome	14	NC_000014.8	106237742	106232251	106237742	-	immunoglobulin heavy constant gamma 3 (G3m marker)	IGHG3	5491	partial	no	NA	no	NCBI
2744-57_Entrez-ID_3503	3503	2744-57	SL000467	IgG	Immunoglobulin G	P01857	Protein	Human	IGHG1|IGHG3|IGHG4|IGK|IGL|IGHG2	ENSG00000211896|ENSG00000211897|ENSG00000211892|ENSG00000211893	HGNC:5525|HGNC:5527|HGNC:5528|HGNC:5715|HGNC:5853|HGNC:5526	gene	C_region	GCF_000001405.25	Primary Assembly	chromosome	14	NC_000014.8	106092402	106090813	106092402	-	immunoglobulin heavy constant gamma 4 (G4m marker)	IGHG4	1589		no	NA	no	NCBI
2744-57_Entrez-ID_3535	3535	2744-57	SL000467	IgG	Immunoglobulin G	P01857	Protein	Human	IGHG1|IGHG3|IGHG4|IGK|IGL|IGHG2	ENSG00000211896|ENSG00000211897|ENSG00000211892|ENSG00000211893	HGNC:5525|HGNC:5527|HGNC:5528|HGNC:5715|HGNC:5853|HGNC:5526	gene	other	GCF_000001405.25	Primary Assembly	chromosome	22	NC_000022.10	22380474	22380474	23265085	+	immunoglobulin lambda locus	IGL	884611		no	NA	no	NCBI
4135-84_Entrez-ID_3535	3535	4135-84	SL000461	IgE	Immunoglobulin E	P01854	Protein	Human	IGHE|IGL|IGK	ENSG00000211891	HGNC:5522|HGNC:5853|HGNC:5715	gene	other	GCF_000001405.25	Primary Assembly	chromosome	22	NC_000022.10	22380474	22380474	23265085	+	immunoglobulin lambda locus	IGL	884611		no	NA	no	NCBI
4916-2_Entrez-ID_3535	3535	4916-2	SL000460	IgD	Immunoglobulin D	P01880	Protein	Human	IGHD|IGL|IGK	ENSG00000211898	HGNC:5480|HGNC:5853|HGNC:5715	gene	other	GCF_000001405.25	Primary Assembly	chromosome	22	NC_000022.10	22380474	22380474	23265085	+	immunoglobulin lambda locus	IGL	884611		no	NA	no	NCBI
4916-2_Entrez-ID_50802	50802	4916-2	SL000460	IgD	Immunoglobulin D	P01880	Protein	Human	IGHD|IGL|IGK	ENSG00000211898	HGNC:5480|HGNC:5853|HGNC:5715	gene	other	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	89156874	89156874	90274235	+	immunoglobulin kappa locus	IGK	1117361		no	NA	no	NCBI
4135-84_Entrez-ID_50802	50802	4135-84	SL000461	IgE	Immunoglobulin E	P01854	Protein	Human	IGHE|IGL|IGK	ENSG00000211891	HGNC:5522|HGNC:5853|HGNC:5715	gene	other	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	89156874	89156874	90274235	+	immunoglobulin kappa locus	IGK	1117361		no	NA	no	NCBI
2744-57_Entrez-ID_50802	50802	2744-57	SL000467	IgG	Immunoglobulin G	P01857	Protein	Human	IGHG1|IGHG3|IGHG4|IGK|IGL|IGHG2	ENSG00000211896|ENSG00000211897|ENSG00000211892|ENSG00000211893	HGNC:5525|HGNC:5527|HGNC:5528|HGNC:5715|HGNC:5853|HGNC:5526	gene	other	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	89156874	89156874	90274235	+	immunoglobulin kappa locus	IGK	1117361		no	NA	no	NCBI
22467-94_Entrez-ID_11147	11147	22467-94	SL012875	HHLA3	HERV-H LTR-associating protein 3	Q9XRX5	Protein	Human	HHLA3	ENSG00000197568	HGNC:4906	gene	lncRNA	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	70820494	70820494	70833706	+	HERV-H LTR-associating 3	HHLA3	13212		no	NA	no	NCBI
25409-5_Entrez-ID_151278	151278	25409-5	SL023701	CC140	Coiled-coil domain-containing protein 140	Q96MF4	Protein	Human	CCDC140	ENSG00000163081	HGNC:26514	gene	lncRNA	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	223162866	223162866	223169936	+	CCDC140 long non-coding RNA	CCDC140	7070		no	NA	no	NCBI
7939-1_Entrez-ID_152078	152078	7939-1	SL018334	CC055	Putative uncharacterized protein PQLC2L	A1A4F0	Protein	Human	SLC66A1L	ENSG00000174899	HGNC:25146	gene	transcribed_pseudogene	GCF_000001405.25	Primary Assembly	chromosome	3	NC_000003.11	157261101	157261101	157318883	+	solute carrier family 66 member 1 like	SLC66A1L	57782	pseudo	no	NA	no	NCBI
6378-2_Entrez-ID_153571	153571	6378-2	SL017444	CEI	Protein CEI	Q86SI9	Protein	Human	C5orf38	ENSG00000186493	HGNC:24226	gene	lncRNA	GCF_000001405.25	Primary Assembly	chromosome	5	NC_000005.9	2752007	2752007	2758692	+	chromosome 5 open reading frame 38	C5orf38	6685		no	NA	no	NCBI
21697-57_Entrez-ID_222611	222611	21697-57	SL022644	AGRF2	Adhesion G-protein coupled receptor F2	Q8IZF7	Protein	Human	ADGRF2	ENSG00000164393	HGNC:18991	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	6	NC_000006.11	47624208	47624208	47665530	+	adhesion G protein-coupled receptor F2	ADGRF2	41322		no	no	no	NCBI
6561-77_Entrez-ID_28299	28299	6561-77	SL017496	Ig K chain V-I region HK102-like	Ig Kappa chain V-I region HK102- like	P01602	Protein	Human	IGKV1-5	ENSG00000282801|ENSG00000243466	HGNC:5741	gene	V_segment	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	89247294	89246819	89247294	-	immunoglobulin kappa variable 1-5	IGKV1-5	475	partial	no	NA	no	NCBI
13230-174_Entrez-ID_3501	3501	13230-174	SL019999	IgG2, Kappa	Ig gamma-2, Kappa	P01859	Protein	Human	IGHG2	ENSG00000211893	HGNC:5526	gene	C_region	GCF_000001405.25	Primary Assembly	chromosome	14	NC_000014.8	106111126	106109540	106111126	-	immunoglobulin heavy constant gamma 2 (G2m marker)	IGHG2	1586		no	NA	no	NCBI
13231-90_Entrez-ID_3503	3503	13231-90	SL020001	IgG4, Kappa	Ig gamma-4, Kappa	P01861	Protein	Human	IGHG4	ENSG00000211892	HGNC:5528	gene	C_region	GCF_000001405.25	Primary Assembly	chromosome	14	NC_000014.8	106092402	106090813	106092402	-	immunoglobulin heavy constant gamma 4 (G4m marker)	IGHG4	1589		no	NA	no	NCBI
19492-5_Entrez-ID_353219	353219	19492-5	SL021007	KAAG1	Kidney-associated antigen 1	Q9UBP8	Protein	Human	KAAG1	ENSG00000146049	HGNC:21031	gene	lncRNA	GCF_000001405.25	Primary Assembly	chromosome	6	NC_000006.11	24357131	24357131	24358513	+	kidney associated DCDC2 antisense RNA 1	KAAG1	1382		no	NA	no	NCBI
23386-38_HGNC-ID_HGNC:21254	401285	23386-38	SL023759	TCP2L	T-complex protein 10A homolog 2	B9ZVM9	Protein	Human	TCP10L2	ENSG00000166984	HGNC:21254	gene	protein_coding	NA	NA	NA	6	NA	167559902	167559902	167610401	+	NA	NA	50499	NA	yes	NA	no	biomart
23252-4_Entrez-ID_414061	414061	23252-4	SL023423	DNJB3	DnaJ homolog subfamily B member 3	Q8WWF6	Protein	Human	DNAJB3	NA	HGNC:32397	gene	transcribed_pseudogene	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	234652644	234651396	234652644	-	DnaJ heat shock protein family (Hsp40) member B3	DNAJB3	1248	pseudo	no	NA	no	NCBI
18267-74_Entrez-ID_440068	440068	18267-74	SL020939	CAR17	Caspase recruitment domain-containing protein 17	Q5XLA6	Protein	Human	CARD17	ENSG00000255221	HGNC:33827	gene	transcribed_pseudogene	GCF_000001405.25	Primary Assembly	chromosome	11	NC_000011.9	104972186	104951180	104972186	-	caspase recruitment domain family member 17	CARD17	21006	pseudo	no	NA	no	NCBI
8263-64_Entrez-ID_494514	494514	8263-64	SL018450	CR056	TYMS opposite strand protein	Q8TAI1	Protein	Human	TYMSOS	NA	HGNC:29553	gene	lncRNA	GCF_000001405.25	Primary Assembly	chromosome	18	NC_000018.9	658291	649620	658291	-	TYMS opposite strand RNA	TYMSOS	8671		no	NA	no	NCBI
23544-10_Entrez-ID_6953	6953	23544-10	SL023523	TCP10	T-complex protein 10A homolog	Q12799	Protein	Human	TCP10L3	ENSG00000203690	HGNC:11656	gene	transcribed_pseudogene	GCF_000001405.25	Primary Assembly	chromosome	6	NC_000006.11	167797998	167786578	167797998	-	t-complex 10 like 3, pseudogene	TCP10L3	11420	pseudo	no	NA	no	NCBI
6334-9_Entrez-ID_728441	728441	6334-9	SL017390	GGT2	Inactive gamma-glutamyltranspeptidase 2	P36268	Protein	Human	GGT2|GGT2P	ENSG00000133475	HGNC:4251	gene	transcribed_pseudogene	GCF_000001405.25	Primary Assembly	chromosome	22	NC_000022.10	21613973	21562265	21613973	-	gamma-glutamyltransferase 2, pseudogene	GGT2P	51708	pseudo	no	NA	no	NCBI
9544-24_Entrez-ID_80099	80099	9544-24	SL019001	CG069	Uncharacterized protein C7orf69	Q9H7B7	Protein	Human	PKD1L1-AS1|C7orf69	NA	HGNC:21911	gene	lncRNA	GCF_000001405.25	Primary Assembly	chromosome	7	NC_000007.13	47834889	47834889	47859445	+	PKD1L1 antisense RNA 1	PKD1L1-AS1	24556		no	NA	no	NCBI
6294-11_Entrez-ID_85319	85319	6294-11	SL017389	BAGE2	B melanoma antigen 2	Q86Y30	Protein	Human	BAGE2	NA	HGNC:15723	gene	transcribed_pseudogene	GCF_000001405.25	Primary Assembly	chromosome	21	NC_000021.8	11098960	10994183	11098960	-	BAGE family member 2, pseudogene	BAGE2	104777	pseudo	no	NA	no	NCBI
10428-1_Entrez-ID_100132285	100132285	10428-1	SL018045	KI2S2	Killer cell immunoglobulin-like receptor 2DS2	P43631	Protein	Human	KIR2DS2	ENSG00000264257	HGNC:16343	gene	pseudogene		Primary Assembly	chromosome	19		55297807	55297807	55301770	+	killer cell immunoglobulin-like receptor, three domains, pseudogene 1	KIR3DP1	3963		no	no	yes_using_gene_KIR3DP1	Ensembl_manual
6391-52_Entrez-ID_11026	11026	6391-52	SL012696	LIRA3	Leukocyte immunoglobulin-like receptor subfamily A member 3	Q8N6C8	Protein	Human	LILRA3	ENSG00000170866	HGNC:6604	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	19	NW_003571054.1	54809952	54799854	54809952	-	leukocyte immunoglobulin like receptor A3	LILRA3	10098		yes	yes	yes	Ensembl_manual
6962-5_Entrez-ID_3125	3125	6962-5	SL017963	DRB3	HLA class II histocompatibility antigen, DR beta 3 chain	P79483	Protein	Human	HLA-DRB3	ENSG00000198502	HGNC:4953	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	6	NT_167244.1	32498064	32485120	32498064	-	major histocompatibility complex, class II, DR beta 3	HLA-DRB3	12944		yes	yes	yes_same_gene_class	Ensembl_manual
7773-20_Entrez-ID_3803	3803	7773-20	SL018238	KI2L2	Killer cell immunoglobulin-like receptor 2DL2	P43627	Protein	Human	KIR2DL2	ENSG00000264257	HGNC:16343	gene	pseudogene		Primary Assembly	chromosome	19		55297807	55297807	55301770	+	killer cell immunoglobulin-like receptor, three domains, pseudogene 1	KIR3DP1	3963		no	no	yes_using_gene_KIR3DP1	Ensembl_manual
